Ticker
JNPR
SO
CLH
CHH
VERU
ALNT
NOG
TROW
LI
ESLT
SE
SUI
CNP
SLDB
GCT
AXS
SNT
ONTF
MCRB
LSPD
HBAN
XBIO
SEDG
SCVL
SVM
ASUR
SIBN
V
HFWA
BHB
PCRX
DTIL
AKR
NXST
HD
CARA
NWBI
HOLX
BGXX
EOLS
STE
HSAI
BJ
AVNT
RXO
RELL
TPC
STRA
BMY
MYTE
HTGC
PT
FRSH
PODD
PSMT
FTEK
PCT
BATRA
DLHC
EPSN
CATC
XOS
PGTI
ERIE
TMHC
PLTK
ARIS
JHG
SAR
ATOS
HAS
J
AUPH
NCLH
NTWK
DHT
WTI
SUN
KALV
CRIS
TURN
SLNH
VSEC
LVWR
FLT
UAMY
AJX
WAL
ATOM
CBL
NKE
MLKN
OPY
LXRX
CVCY
SWIM
LNW
NTNX
FULT
TLRY
ISRG
BFI
MGIC
CVI
CLGN
MPWR
GEF
EBS
SHLS
OMGA
OPK
NRXP
ALHC
SOND
LBPH
PMT
GOLF
GANX
CRMD
FOX
DCO
NCMI
XPER
AUGX
TALO
LOAN
JSPR
GPCR
LOOP
NTRS
SOI
SKYH
VRT
PROK
NKTX
PDCO
CWCO
EXPI
AUR
QIPT
IRM
ARE
ACM
ERIC
AEVA
VYNE
DAKT
CLIR
GEN
GB
IDN
AR
BXC
BMRA
LEVI
LIN
NGS
POWW
BCAB
MNST
CG
GNW
CNTA
TRTX
ATAI
ORLY
YALA
GSBC
ATEN
NVMI
CX
BX
STIM
BARK
PUBM
FUTU
TECH
UVV
FF
VICR
MYPS
SYY
FBNC
EYE
BCSF
ES
BCLI
PCOR
MLM
ESE
ICUI
ITCI
BLD
TLIS
DXYN
ORGS
NMRK
FLGT
ADI
GAIA
MIND
TSN
LSTR
XPEV
OLK
USB
RMAX
LYRA
SYK
TITN
EMBC
MCFT
NNDM
TRN
IAG
IRWD
WWW
AVTX
FC
BAP
LTRX
SANM
QSR
VMD
UMBF
RELY
ANVS
KIND
GASS
GMED
LPSN
VATE
ENTG
JMIA
PKBK
RS
VERA
MEDP
GLBS
RGA
TEVA
CABA
SBH
BHVN
NX
NVEE
KIM
FHB
AMSF
SSTK
JBHT
CTAS
FLO
REG
RGR
PRFT
GLPG
JAKK
PNFP
PUMP
DAVA
QNST
NJR
LAAC
LTC
KODK
CDNS
DPRO
CUBI
CDXC
OPEN
RF
VLTO
FOA
XPO
GRC
AMNB
FANH
ASX
CPSH
AWK
WPM
FCF
CHPT
STWD
IOVA
CCLD
AAN
VEL
OM
CIVB
PLUG
SLRN
MRO
MNDY
WES
PAY
LLY
RYAN
FRPT
SR
SUPN
ESAB
MEC
APG
AUDC
XGN
WKHS
PDSB
AA
PCTY
GOL
DYAI
YTEN
GENI
CVBF
GCO
MAPS
PZZA
KAMN
RWLK
PAC
PVH
APYX
FOLD
PLRX
CSWI
RNR
IMCR
WGS
CSBR
PBPB
GRNT
BELFB
UDMY
SBCF
WLK
KNOP
BTAI
ALLG
ONCT
EDAP
GOOGL
NNBR
CBRL
XMTR
FSM
AMRC
AKLI
CW
SFIX
CBAN
AIRG
SJW
MTW
MGNI
PEAK
YI
RWT
KMPR
NAT
RBB
ASC
TRUP
NGD
BCC
CHX
OTEX
INTZ
ORA
CTLP
BXP
KOPN
CAL
THFF
SPCE
TARO
JCI
VBTX
MWA
RES
CMPS
BIP
URI
NOTE
SNDL
AVA
SHC
ZBH
CPSS
QS
RNW
USAP
THCH
RYN
EXLS
STN
RLX
ATNI
BBD
IMAX
FUL
MDWD
SIEB
HIPO
ABUS
ARMK
CLMT
VIRX
INDI
INGN
KW
ZYME
TUYA
NOVA
AVGR
RGP
ERJ
SXC
PHM
GLW
CLBK
HOOK
CMCT
CAKE
VNO
PRGO
WASH
IBEX
GOGL
BG
AOS
HRMY
BCPC
BVH
LCII
LXP
PMTS
CNDT
WLDN
PKOH
AGO
NMFC
ACCO
AMSC
RCMT
CMS
VTLE
PINE
CMC
YMM
SNCR
PPL
APA
ENSV
IPI
ACRS
FIVN
ALTO
ENSC
HUYA
BTBT
GGG
RMBL
JBL
ECL
CAG
CAC
ARVN
PIPR
YETI
GRPN
RAIN
GE
CWT
AMC
ATR
DXC
UAL
ARMP
BANC
PAHC
XERS
SEMR
KSS
CLB
RMR
AYI
LSXMK
SONY
TTD
ANAB
WDFC
ACIC
AVY
ADIL
TSHA
LPLA
IGIC
NRP
BODY
GKOS
INDB
CFFN
CMTL
AFMD
UBSI
BL
ATRC
BWMX
COR
MKTX
GNSS
FLL
ODFL
CCCS
SAGE
SPHR
COO
COUR
GPC
UBFO
PRPO
SSSS
ODD
SDIG
OLP
AIN
CGNT
RRGB
ITT
OSUR
LC
MCD
STGW
MT
STT
WD
CNOB
NEGG
PAG
UONEK
DOLE
HI
GOOS
GTLB
RBA
PI
POWL
T
MOMO
INFY
HP
TNP
KNF
HAYW
DDS
GLP
EE
CPSI
APLD
MOD
ZUO
CLRB
MTZ
MLNK
AVTR
WBA
CSL
TCBI
PKE
HCAT
H
ATGE
BTTX
SIRI
CDAY
BKU
CFR
STVN
LPG
FFWM
LINC
PWSC
PFC
NEWT
FDS
UNF
EQIX
AVAH
ALLY
HUBB
IBKR
LEN
BLX
GEVO
USPH
MFA
CRESY
SQFT
ADUS
VRSN
UI
AN
NVST
MIXT
PBR
DAO
TCPC
VERV
BTTR
FSP
DXLG
MGRC
GLAD
MLTX
SON
PASG
MRAM
NRT
PTLO
LVO
BTCY
ATEX
FRO
ZM
CCS
PLBY
BBAI
AYX
EXPR
WABC
FI
GILD
MPC
LPRO
RY
CACC
VCYT
WHR
AIRC
LBRDK
HASI
HII
EXTR
CVGI
SMPL
OBK
SOFI
HE
XNET
INBK
PFE
LYTS
AXGN
MRTN
ALB
MVST
CPT
DLPN
ATHM
OMF
PARAA
DD
LIFW
AME
REZI
COGT
SII
FFBC
EMKR
NNOX
DCTH
FVCB
CB
CMI
LII
VZIO
OXSQ
AKTS
ALGN
DOUG
PRLB
FBMS
ACHR
ADC
KEX
GLT
EIX
TCOM
HEI
ISPO
TREX
SBT
WNC
SLAB
BDTX
VPG
YELP
LAMR
LOMA
LNG
CDTX
NVDA
HTLD
MGY
TS
CLDX
GSK
QUBT
GRTX
MMI
NOW
TNYA
TPB
LAZ
HES
CCL
TPST
TWI
D
BNED
LSEA
OPI
MS
MSBI
JNJ
HBT
SIFY
MSTR
CAMP
PFG
HLLY
LVTX
DELL
CDXS
EVCM
COF
YMAB
AWI
HUT
ONON
NAUT
ARWR
EAST
BRKL
EPRT
NWE
RVYL
NICE
XPOF
SMAR
FBP
LFVN
FLYW
IMOS
JILL
DBVT
LMNR
UAA
FDUS
DNB
PLYM
PRSO
BEPC
ARLO
SHOP
ROKU
ENS
BYD
LCTX
MTRN
REKR
ARCH
FROG
HPE
RPRX
OXY
SSTI
INTU
RMNI
IPGP
CRAI
DIOD
RBOT
WSBC
LITE
UPC
CRI
CMA
